"gameID","faction","forceOrg","ROW/Subfaction","alliedFaction","warlordTrait","VPs","warlord","listName"
"0002 - DV","Emperor's Children","Onslaught","","","Night Attacker","2","Praevian",""
"0002 - DV","White Scars","Crusade","Last of the Serrated Sun","","Beloved of the People","5","Praetor",""
"0002 - DV","Blood Angels","Onslaught","Sky Hunter Phalanx","Salamanders","Strategic Genius","5","Praevian",""
"0002 - DV","Iron Hands","Crusade","The Dark Brethren","","Legendary Fighter","11","Forge Lord",""
"0002 - DV","Salamanders","Onslaught","Headhunter Leviathal","","Master of the Vanguard","13","Armistos",""
"0002 - DV","Word Bearers","Leviathan","","Blackshields","Marcher Lord","10","Praetor",""
"0002 - DV","Dark Angels","Onslaught","Angel's Wrath","","Void Walker","7","Praevian",""
"0002 - DV","Militia & Cults","Onslaught","","","Indomitable","15","Rogue Psyker",""
"0002 - DV","Dark Angels","Castellan","The Bloodied Claws","","Shattering Bombardment","7","Master of Signals",""
"0002 - DV","Death Guard","Crusade","The Guard of the Crimson King","","Tenacity","15","Master of Signals",""
"0002 - DV","Thousand Sons","Castellan","The Eskaton Imperative","","Battlefield Analysis","7","Master of Signals",""
"0002 - DV","Mechanicum","Crusade","Ordo Reductor","","Master of Offence","10","Secutarii Axiarch",""
"0002 - DV","Thousand Sons","Crusade","The Logos Lectora","","Legendary Fighter","7","Herald",""
"0002 - DV","Blackshields","Castellan","The Hammer of Olympia","","The Death of Flesh","2","Armistos",""
"0002 - DV","Word Bearers","Castellan","","Iron Hands","Master of Mechanisms","5","Delegatus",""
"0002 - DV","Questoris Knights","Castellan","","","Coordinated Assault","10","Archmagos Draykavac",""
"0002 - DV","Shattered Legions","Onslaught","Vigil Opertii Mission","","Strategic Genius","6","Herald",""
"0002 - DV","Ultramarines","Onslaught","The Black Reaving","Sons of Horus","Master of Mechanisms","9","Master of Signals",""
"0002 - DV","Iron Hands","Crusade","The Crimson Path","Mechanicum","Tenacity","5","Primus Nullificator",""
"0002 - DV","Dark Angels","Onslaught","The Swift Blade","","Battlefield Analysis","4","Champion",""
"0002 - DV","Blackshields","Castellan","","","Dread Rites","2","Librarian",""
"0002 - DV","Raven Guard","Crusade","The Swift Blade","","Strategic Genius","2","Siege Breaker",""
"0002 - DV","Night Lords","Castellan","","","Lord of the Abyss","8","Mortificator",""
"0002 - DV","Blood Angels","Crusade","Sagyar Mazan","","Immovable Object","8","Primus Nullificator",""
"0002 - DV","Blackshields","Onslaught","Hammerfell Strike Force","Militia & Cults","Master of Manoeuvre","13","Vigilator",""
"0002 - DV","Dark Angels","Leviathan","","Questoris Knights","Princeps of Deceit","12","Praetor Tribune",""
"0002 - DV","Blackshields","Castellan","Ravenwing Protocol","","Coordinated Assault","8","Praevian",""
"0002 - DV","Space Wolves","Crusade","","","Legendary Fighter","15","Delegatus",""
"0002 - DV","Militia & Cults","Onslaught","","Alpha Legion","Master of Manoeuvre","7","Force Commander",""
"0002 - DV","World Eaters","Castellan","After Isstvan","","Master of Offence","1","Vigilator",""
"0002 - DV","Salamanders","Onslaught","Armoured Spearhead","","Target Priority","14","Master of Signals",""
"0002 - DV","Salamanders","Castellan","","","Coordinated Assault","13","Warmonger",""
"0002 - DV","Space Wolves","Castellan","","Death Guard","Immovable Object","4","Primus Nullificator",""
"0002 - DV","Shattered Legions","Castellan","","","Princeps of Deceit","2","Siege Breaker",""
"0002 - DV","Shattered Legions","Onslaught","","Salamanders","Indomitable","12","Praetor Tribune",""
"0002 - DV","Ultramarines","Leviathan","","World Eaters","Favoured of Mars","5","Esoterist",""
"0002 - DV","Militia & Cults","Onslaught","","","Dread Rites","4","Force Commander",""
"0002 - DV","Iron Warriors","Leviathan","Company of Bitter Iron","","Master of Defence","6","Herald",""
"0002 - DV","Night Lords","Onslaught","Ravenwing Protocol","","Glorious Renown","14","Champion",""
"0002 - DV","Death Guard","Leviathan","The Maru Skara","Militia & Cults","Glorious Renown","13","Armistos",""
"0002 - DV","Alpha Legion","Leviathan","Orphans of War","","Lord of the Abyss","3","Praetor Tribune",""
"0002 - DV","Thousand Sons","Leviathan","The Crimson Path","","The Dust of a Thousand Worlds","15","Champion",""
"0002 - DV","Solar Auxilia","Castellan","","","Master of Mechanisms","6","Auxilia Tank Commander",""
"0002 - DV","Dark Angels","Leviathan","Death Seekers","","Child of Terra","13","Primus Medicae",""
"0002 - DV","Alpha Legion","Crusade","Ravenwing Protocol","","Divide to Conquer","13","Master of Signals",""
"0002 - DV","Mechanicum","Leviathan","","","Bitter Blood","5","Magos Reductor Calleb Decima",""
"0002 - DV","Mechanicum","Crusade","Legio Cybernetica","","Divide to Conquer","11","Magos reductor",""
"0002 - DV","Salamanders","Onslaught","","","Void Master","13","Praetor",""
"0002 - DV","Thousand Sons","Leviathan","The Covenant of Fire","","Siege Master","9","Delegatus",""
"0002 - DV","Shattered Legions","Onslaught","Chogorian Brotherhood","","Bitter Blood","2","Praevian",""
"0002 - DV","Ultramarines","Castellan","","Shattered Legions","Predictive Augury","5","Primus Medicae",""
"0002 - DV","Alpha Legion","Castellan","Outlanders","","Predictive Augury","13","Siege Breaker",""
"0002 - DV","Space Wolves","Crusade","3rd Company Elite","Sons of Horus","Immovable Object","3","Champion",""
"0002 - DV","Blackshields","Onslaught","","","World Burner","7","Primus Nullificator",""
"0002 - DV","Ultramarines","Leviathan","Brethren of Iron","Solar Auxilia","Bloody Handed","6","Warmonger",""
"0002 - DV","Word Bearers","Leviathan","The Coils of the Hydra","","Favoured of Mars","6","Praetor Tribune",""
"0002 - DV","Word Bearers","Onslaught","","","Merchant Princeling","12","Primus Nullificator",""
"0002 - DV","Iron Hands","Castellan","","","Inspiring Presence","11","Master of Signals",""
"0002 - DV","Shattered Legions","Leviathan","The Awakening Fire","","Master of Ambush","12","Primus Nullificator",""
"0002 - DV","Blackshields","Castellan","The Axis of Dissolution","Blackshields","Void Walker","4","Primus Medicae",""
"0002 - DV","Mechanicum","matrixOfRuin","","Raven Guard","Divide to Conquer","7","Magos Prime",""
"0002 - DV","White Scars","Castellan","","Thousand Sons","Void Walker","11","Primus Nullificator",""
"0002 - DV","Night Lords","Crusade","Chogorian Brotherhood","","Night Attacker","5","Primus Nullificator",""
"0002 - DV","Imperial Fists","Leviathan","","","Robber Baron","3","Chaplain",""
"0002 - DV","Word Bearers","Castellan","The Unbroken Vow","","The Dust of a Thousand Worlds","1","Mortificator",""
"0002 - DV","Solar Auxilia","Castellan","","","Night Attacker","12","Strategos",""
"0002 - DV","Space Wolves","Onslaught","","","Connoisseur of Alien Curios","14","Mortificator",""
"0002 - DV","Salamanders","Onslaught","The Maru Skara","","Puissant Commander","8","Champion",""
"0002 - DV","White Scars","Onslaught","The Black Reaving","","Marcher Lord","4","Centurion",""
"0002 - DV","Space Wolves","Leviathan","Chymeriae","","Immovable Object","9","Champion",""
"0002 - DV","Blood Angels","Crusade","","Questoris Knights","Indomitable","4","Herald",""
"0002 - DV","Word Bearers","Leviathan","","","Divide to Conquer","14","Master of Signals",""
"0002 - DV","Space Wolves","Crusade","The Bloodied Claws","","Conqueror of Cities","9","Primus Medicae",""
"0002 - DV","Word Bearers","Leviathan","Vigil Opertii Mission","","Marcher Lord","13","Primus Medicae",""
"0002 - DV","Blood Angels","Castellan","The Awakening Fire","","Bitter Blood","5","Warmonger",""
"0002 - DV","Shattered Legions","Leviathan","","Iron Warriors","Master of Mechanisms","6","Moritat",""
"0002 - DV","Iron Warriors","Onslaught","Drop Assault Vanguard","","Inspiring Presence","4","Siege Breaker",""
"0002 - DV","Imperial Fists","Castellan","","","Lord of the Abyss","7","Forge Lord",""
"0002 - DV","Thousand Sons","Castellan","Death Seekers","","Hell Rider","14","Primus Medicae",""
"0002 - DV","Night Lords","Leviathan","The Covenant of Fire","Dark Angels","Master of Manoeuvre","3","Warmonger",""
"0002 - DV","Blood Angels","Crusade","Chogorian Brotherhood","","Uncanny Survivor","5","Centurion",""
"0002 - DV","Raven Guard","Crusade","","","Bitter Blood","7","Mortificator",""
"0002 - DV","Dark Angels","Onslaught","The Bloodied Claws","","Master Tactician","6","Praetor",""
"0002 - DV","Salamanders","Castellan","","","Robber Baron","7","Esoterist",""
"0002 - DV","Solar Auxilia","Castellan","","","Glorious Renown","8","Auxilia Tank Commander",""
"0002 - DV","Iron Warriors","Leviathan","","","Legendary Fighter","15","Delegatus",""
"0002 - DV","Alpha Legion","Castellan","The Seekers Arrow","","Uncanny Survivor","8","Mortificator",""
"0002 - DV","Mechanicum","Onslaught","","Dark Angels","Master of Defence","10","Magos Reductor Calleb Decima",""
"0002 - DV","Night Lords","Leviathan","Last of the Serrated Sun","","Master Tactician","7","Chaplain",""
"0002 - DV","Alpha Legion","Crusade","Armoured Spearhead","","Target Priority","3","Librarian",""
"0002 - DV","Space Wolves","Castellan","The Steel Fist","","The Death of Flesh","9","Chaplain",""
"0002 - DV","Ultramarines","Castellan","Sagyar Mazan","","Immovable Object","6","Centurion",""
"0002 - DV","Word Bearers","Leviathan","Hammerfell Strike Force","","Blind Barrage","13","Chaplain",""
"0002 - DV","Iron Warriors","Leviathan","Ravenwing Protocol","Militia & Cults","The Death of Flesh","11","Centurion",""
"0002 - DV","Thousand Sons","Crusade","Chogorian Brotherhood","","Coordinated Assault","6","Mortificator",""
"0002 - DV","Raven Guard","Leviathan","Creeping Death","Blood Angels","Hell Rider","14","Warmonger",""
"0002 - DV","Blackshields","Onslaught","The Head of the Gorgon","","Legendary Fighter","11","Praetor",""
"0002 - DV","Mechanicum","Onslaught","","","Master of Defence","7","Archmagos Dominus",""
"0002 - DV","Blackshields","Leviathan","Last of the Serrated Sun","","Coordinated Assault","9","Praetor",""
"0002 - DV","Militia & Cults","Crusade","","","Master of Defence","7","Discipline Master",""
"0002 - DV","Iron Warriors","Crusade","Orbital Assault","Questoris Knights","Hell Rider","13","Armistos",""
"0002 - DV","Militia & Cults","Crusade","","","Master of Manoeuvre","9","Force Commander",""
"0002 - DV","Iron Hands","Leviathan","","","Bitter Blood","1","Warmonger",""
"0002 - DV","Emperor's Children","Crusade","","","Robber Baron","12","Primus Medicae",""
"0002 - DV","World Eaters","Castellan","The Coils of the Hydra","","Void Master","15","Mortificator",""
"0002 - DV","Blood Angels","Onslaught","Orbital Assault","","Legendary Fighter","3","Master of Signals",""
"0002 - DV","Iron Warriors","Crusade","","Salamanders","Strategic Genius","4","Mortificator",""
"0002 - DV","Space Wolves","Crusade","","Raven Guard","Favoured of Mars","12","Praetor",""
"0002 - DV","Death Guard","Onslaught","","Blackshields","Master of Ambush","15","Praevian",""
"0002 - DV","Militia & Cults","Leviathan","","Shattered Legions","Connoisseur of Alien Curios","14","Discipline Master",""
"0002 - DV","Mechanicum","Leviathan","Ordo Reductor","","Master Tactician","5","Magos Dominus",""
"0002 - DV","Emperor's Children","Crusade","","","Siege Master","13","Primus Medicae",""
"0002 - DV","Dark Angels","Leviathan","The Pale Hunters","Word Bearers","Master of Offence","7","Chaplain",""
"0002 - DV","Solar Auxilia","Castellan","","Mechanicum","Puissant Commander","14","Lord Marshal Ireton MaSade",""
"0002 - DV","Death Guard","Castellan","Pride of the Legion","","Perfected Targeting","13","Vigilator",""
"0002 - DV","Shattered Legions","Leviathan","The Seekers Arrow","","Inspiring Presence","8","Siege Breaker",""
"0002 - DV","Night Lords","Castellan","The Reaping","Dark Angels","Glorious Renown","3","Herald",""
"0002 - DV","Ultramarines","Onslaught","The Covenant of Fire","","Connoisseur of Alien Curios","12","Librarian",""
"0002 - DV","Sons of Horus","Onslaught","Orbital Assault","Raven Guard","Puissant Commander","7","Mortificator",""
"0002 - DV","Iron Warriors","Crusade","Death Seekers","Space Wolves","Intimidating Presence","6","Chaplain",""
"0002 - DV","Solar Auxilia","Castellan","","Alpha Legion","Divide to Conquer","15","Legate Commander",""
"0002 - DV","Raven Guard","Crusade","","","Void Walker","4","Centurion",""
"0002 - DV","Solar Auxilia","Castellan","","","Intimidating Presence","1","Auxilia Tank Commander",""
"0002 - DV","Dark Angels","Crusade","Hunter-Killer Mission","","Master of Manoeuvre","10","Forge Lord",""
"0002 - DV","Questoris Knights","Onslaught","","Dark Angels","Favoured of Mars","3","Seneschal",""
"0002 - DV","Imperial Fists","Leviathan","3rd Company Elite","","Conqueror of Cities","9","Forge Lord",""
"0002 - DV","White Scars","Onslaught","Orbital Assault","","Bitter Blood","4","Warmonger",""
"0002 - DV","Shattered Legions","Castellan","The Guard of the Crimson King","","Bitter Blood","8","Warmonger",""
"0002 - DV","World Eaters","Castellan","The Day of Sorrow","","Strategic Genius","9","Praetor",""
"0002 - DV","Sons of Horus","Leviathan","","Mechanicum","Hell Rider","10","Warmonger",""
"0002 - DV","White Scars","Castellan","The Storm of War","","World Burner","5","Mortificator",""
"0002 - DV","Dark Angels","Onslaught","","","Void Master","3","Delegatus",""
"0002 - DV","Blood Angels","Onslaught","The Maru Skara","","Strategic Genius","15","Delegatus",""
"0002 - DV","Salamanders","Leviathan","The Day of Sorrow","Iron Hands","Master Tactician","4","Praevian",""
"0002 - DV","Shattered Legions","Leviathan","The Stone Gauntlet","","Shattering Bombardment","4","Siege Breaker",""
"0002 - DV","Iron Warriors","Leviathan","Drop Assault Vanguard","","Night Attacker","3","Champion",""
"0002 - DV","Emperor's Children","Leviathan","The Head of the Gorgon","Iron Warriors","Bloody Handed","8","Praevian",""
"0002 - DV","World Eaters","Onslaught","The Day of Revelation","","Puissant Commander","9","Primus Medicae",""
"0002 - DV","Imperial Fists","Leviathan","Chymeriae","Salamanders","Master of Defence","12","Moritat",""
"0002 - DV","Alpha Legion","Onslaught","","","Merchant Princeling","7","Champion",""
"0002 - DV","Blood Angels","Crusade","The Cross of Bone","Blood Angels","Paladin of Glory","3","Praevian",""
"0002 - DV","Sons of Horus","Leviathan","Ironfire","","Uncanny Survivor","11","Chaplain",""
"0002 - DV","Blood Angels","Castellan","The Eskaton Imperative","","Perfected Targeting","15","Herald",""
"0002 - DV","Iron Hands","Crusade","","Ultramarines","Princeps of Deceit","3","Herald",""
"0002 - DV","Iron Hands","Castellan","The Bloodied Gauntlet","","Legendary Fighter","9","Forge Lord",""
"0002 - DV","Raven Guard","Onslaught","","","Predictive Augury","5","Armistos",""
"0002 - DV","Shattered Legions","Leviathan","","Blood Angels","Hell Rider","14","Forge Lord",""
"0002 - DV","Blood Angels","Leviathan","","","Master of Mechanisms","8","Centurion",""
"0002 - DV","Militia & Cults","Castellan","","","Immovable Object","15","Platoon Commander",""
"0002 - DV","Questoris Knights","Leviathan","","","Siege Master","8","Archmagos Draykavac",""
"0002 - DV","Emperor's Children","Castellan","","","Master of Mechanisms","6","Moritat",""
"0002 - DV","Death Guard","Leviathan","The Bloodied Claws","","Strategic Genius","15","Delegatus",""
"0002 - DV","Militia & Cults","Onslaught","","","Marcher Lord","14","Rogue Psyker",""
"0002 - DV","Blackshields","Leviathan","","","Merchant Princeling","4","Librarian",""
"0002 - DV","Iron Warriors","Crusade","The Pale Hunters","","Night Attacker","5","Master of Signals",""
"0002 - DV","Questoris Knights","Leviathan","","","Night Attacker","13","Archmagos Draykavac",""
"0002 - DV","Ultramarines","Castellan","","","Target Priority","11","Praetor",""
"0002 - DV","Militia & Cults","Crusade","","","Master of Mechanisms","2","Force Commander",""
"0002 - DV","Space Wolves","Castellan","","Solar Auxilia","Paladin of Glory","9","Primus Medicae",""
"0002 - DV","Iron Hands","Castellan","Pride of the Legion","","Divide to Conquer","2","Siege Breaker",""
"0002 - DV","Blackshields","Crusade","The Dark Brethren","","Glorious Renown","3","Librarian",""
"0002 - DV","Blackshields","Onslaught","Ironwing Protocol","","The Dust of a Thousand Worlds","5","Delegatus",""
"0002 - DV","Solar Auxilia","Leviathan","","Shattered Legions","Marcher Lord","12","Legate Commander",""
"0002 - DV","Alpha Legion","Onslaught","The Reaping","","Favoured of Mars","14","Praetor",""
"0002 - DV","Raven Guard","Crusade","","","Master of Ambush","6","Delegatus",""
"0002 - DV","Death Guard","Leviathan","","Sons of Horus","Conqueror of Cities","13","Delegatus",""
"0002 - DV","Alpha Legion","Castellan","The Cross of Bone","Blood Angels","Divide to Conquer","4","Forge Lord",""
"0002 - DV","World Eaters","Onslaught","","","Paladin of Glory","4","Moritat",""
"0002 - DV","Space Wolves","Crusade","","","Ruthless Tyrant","14","Herald",""
"0002 - DV","Salamanders","Crusade","The Head of the Gorgon","","Master of Ambush","1","Herald",""
"0002 - DV","Death Guard","Castellan","Orbital Assault","","Siege Master","13","Primus Nullificator",""
"0002 - DV","Mechanicum","matrixOfRuin","Ordo Reductor","","Master of Mechanisms","2","Anacharis Scoria",""
"0002 - DV","Alpha Legion","Castellan","","","Bloody Handed","10","Vigilator",""
"0002 - DV","Night Lords","Castellan","Ironwing Protocol","","Bloody Handed","10","Moritat",""
"0002 - DV","Word Bearers","Onslaught","Company of Bitter Iron","","Blind Barrage","11","Vigilator",""
"0002 - DV","Night Lords","Leviathan","Ironwing Protocol","","Shattering Bombardment","2","Moritat",""
"0002 - DV","Salamanders","Crusade","","","Battlefield Analysis","3","Primus Medicae",""
"0002 - DV","Shattered Legions","Castellan","The Axis of Dissolution","Space Wolves","Intimidating Presence","4","Champion",""
"0002 - DV","Iron Hands","Onslaught","Drop Assault Vanguard","","Predictive Augury","6","Moritat",""
"0002 - DV","Space Wolves","Onslaught","","Dark Angels","Perfected Targeting","12","Herald",""
"0002 - DV","Mechanicum","Crusade","","","The Dust of a Thousand Worlds","11","Archmagos Dominus",""
"0002 - DV","Blood Angels","Crusade","","Mechanicum","Marcher Lord","9","Primus Medicae",""
"0002 - DV","Sons of Horus","Leviathan","","Space Wolves","Ruthless Tyrant","11","Chaplain",""
"0002 - DV","Iron Hands","Crusade","The Reaping","","Marcher Lord","6","Praevian",""
"0002 - DV","Space Wolves","Castellan","The Day of Revelation","","Bitter Blood","5","Vigilator",""
"0002 - DV","Blood Angels","Leviathan","Sky Hunter Phalanx","","Siege Master","12","Forge Lord",""
"0002 - DV","Thousand Sons","Castellan","Hammerfell Strike Force","Iron Hands","Puissant Commander","9","Centurion",""
"0002 - DV","Sons of Horus","Onslaught","","Thousand Sons","Master of Mechanisms","6","Forge Lord",""
"0002 - DV","Space Wolves","Leviathan","Angel's Wrath","","Blind Barrage","10","Primus Medicae",""
"0002 - DV","Ultramarines","Leviathan","The Serpent's Bane","","Target Priority","10","Vigilator",""
"0002 - DV","Solar Auxilia","Onslaught","","","Lord of the Abyss","6","Auxilia Tank Commander",""
"0002 - DV","Salamanders","Castellan","The Black Reaving","","Battlefield Analysis","13","Praetor Tribune",""
"0002 - DV","Night Lords","Castellan","The Day of Revelation","","Puissant Commander","14","Moritat",""
"0002 - DV","Ultramarines","Castellan","","","Immovable Object","6","Praetor",""
"0002 - DV","Night Lords","Leviathan","","","Divide to Conquer","13","Forge Lord",""
"0002 - DV","Death Guard","Crusade","Creeping Death","White Scars","Night Attacker","8","Mortificator",""
"0002 - DV","Salamanders","Leviathan","","","Lord of the Abyss","11","Forge Lord",""
"0002 - DV","Salamanders","Crusade","The Eskaton Imperative","","Master of Ambush","2","Primus Medicae",""
"0002 - DV","Space Wolves","Crusade","Chymeriae","","Master of Defence","12","Primus Nullificator",""
"0002 - DV","Shattered Legions","Leviathan","","","Marcher Lord","2","Praetor Tribune",""
"0002 - DV","Dark Angels","Crusade","The Cross of Bone","","Perfected Targeting","7","Herald",""
"0002 - DV","White Scars","Onslaught","Chogorian Brotherhood","","Conqueror of Cities","14","Praetor",""
"0002 - DV","Salamanders","Leviathan","Angel's Wrath","","Predictive Augury","1","Moritat",""
"0002 - DV","Blackshields","Crusade","","","Bloody Handed","12","Centurion",""
"0002 - DV","Questoris Knights","Leviathan","","","Divide to Conquer","11","Archmagos Draykavac",""
"0002 - DV","Death Guard","Crusade","The Head of the Gorgon","","Strategic Genius","9","Praetor Tribune",""
"0002 - DV","Thousand Sons","Onslaught","Terror Assault","Solar Auxilia","Master of Defence","13","Champion",""
"0002 - DV","Sons of Horus","Crusade","The Maru Skara","","Strategic Genius","1","Moritat",""
"0002 - DV","Dark Angels","Leviathan","Armoured Breakthrough","Emperor's Children","Puissant Commander","14","Siege Breaker",""
"0002 - DV","White Scars","Castellan","","","Robber Baron","12","Mortificator",""
"0002 - DV","Solar Auxilia","Crusade","","White Scars","Master Tactician","13","Legate Commander",""
"0002 - DV","Questoris Knights","Onslaught","","","Uncanny Survivor","13","Archmagos Draykavac",""
"0002 - DV","World Eaters","Crusade","Armoured Breakthrough","","Paladin of Glory","2","Esoterist",""
"0002 - DV","Death Guard","Leviathan","The Serpent's Bane","Night Lords","Void Walker","14","Primus Medicae",""
"0002 - DV","Emperor's Children","Leviathan","Drop Assault Vanguard","","Ruthless Tyrant","12","Master of Signals",""
"0002 - DV","Ultramarines","Leviathan","Vigil Opertii Mission","","Intimidating Presence","2","Chaplain",""
"0002 - DV","Death Guard","Onslaught","","","Legendary Fighter","11","Mortificator",""
"0002 - DV","Mechanicum","matrixOfRuin","","","Conqueror of Cities","9","Secutarii Axiarch",""
"0002 - DV","Blackshields","Crusade","","","Master of Ambush","5","Librarian",""
"0002 - DV","Word Bearers","Leviathan","","","Battlefield Analysis","13","Champion",""
"0002 - DV","Militia & Cults","Onslaught","","","Immovable Object","13","Rogue Psyker",""
"0002 - DV","White Scars","Leviathan","","Shattered Legions","Master of Manoeuvre","6","Esoterist",""
"0002 - DV","Iron Warriors","Castellan","The Unbroken Vow","Word Bearers","Paladin of Glory","11","Moritat",""
"0002 - DV","Salamanders","Leviathan","Creeping Death","","Ruthless Tyrant","10","Chaplain",""
"0002 - DV","Mechanicum","matrixOfRuin","","","Dread Rites","4","Magos Dominus",""
"0002 - DV","Questoris Knights","Leviathan","","","Intimidating Presence","8","Seneschal",""
"0002 - DV","Space Wolves","Castellan","Chogorian Brotherhood","Raven Guard","Tenacity","10","Siege Breaker",""
"0002 - DV","Shattered Legions","Leviathan","","","Void Walker","8","Moritat",""
"0002 - DV","Iron Hands","Onslaught","The Axis of Dissolution","","Marcher Lord","3","Warmonger",""
"0002 - DV","White Scars","Castellan","The Bloodied Claws","","Shattering Bombardment","15","Centurion",""
"0002 - DV","White Scars","Crusade","Decapitation Strike","","Legendary Fighter","4","Moritat",""
"0002 - DV","Space Wolves","Onslaught","","","Marcher Lord","10","Herald",""
"0002 - DV","Sons of Horus","Castellan","Headhunter Leviathal","","Master of the Vanguard","6","Praevian",""
"0002 - DV","Imperial Fists","Crusade","","","Bitter Blood","12","Librarian",""
"0002 - DV","Thousand Sons","Onslaught","Legion Recon Company","","Master of Offence","7","Moritat",""
"0002 - DV","Imperial Fists","Crusade","Ironfire","","Princeps of Deceit","14","Primus Medicae",""
"0002 - DV","White Scars","Onslaught","","","Puissant Commander","14","Centurion",""
"0002 - DV","Alpha Legion","Crusade","The Coils of the Hydra","","Dread Rites","6","Esoterist",""
"0002 - DV","Iron Hands","Onslaught","Decapitation Strike","","Robber Baron","15","Champion",""
"0002 - DV","Blood Angels","Leviathan","The Unbroken Vow","","Princeps of Deceit","5","Librarian",""
"0002 - DV","Emperor's Children","Castellan","","","Legendary Fighter","4","Praevian",""
"0002 - DV","Imperial Fists","Castellan","","","The Death of Flesh","3","Mortificator",""
"0002 - DV","Militia & Cults","Leviathan","","","Blind Barrage","12","Platoon Commander",""
"0002 - DV","Salamanders","Castellan","The Logos Lectora","Iron Hands","Inspiring Presence","5","Warmonger",""
"0002 - DV","Night Lords","Castellan","","Word Bearers","Ruthless Tyrant","4","Warmonger",""
"0002 - DV","Thousand Sons","Castellan","The Steel Fist","","Shattering Bombardment","1","Praetor",""
"0002 - DV","Space Wolves","Leviathan","","","Shattering Bombardment","4","Delegatus",""
"0002 - DV","Emperor's Children","Castellan","","","Divide to Conquer","4","Librarian",""
"0002 - DV","Solar Auxilia","Onslaught","","","Master of Ambush","2","Lord Marshal",""
"0002 - DV","Death Guard","Leviathan","Orphans of War","","Shattering Bombardment","10","Centurion",""
"0002 - DV","Blood Angels","Crusade","","","Lord of the Abyss","12","Praetor Tribune",""
"0002 - DV","Alpha Legion","Castellan","The Serpent's Bane","","Blind Barrage","3","Librarian",""
"0002 - DV","World Eaters","Castellan","","","Favoured of Mars","4","Moritat",""
"0002 - DV","Death Guard","Crusade","The Coils of the Hydra","Death Guard","Uncanny Survivor","2","Primus Medicae",""
"0002 - DV","Emperor's Children","Crusade","","Solar Auxilia","Master of Mechanisms","3","Champion",""
"0002 - DV","Militia & Cults","Crusade","","Salamanders","Connoisseur of Alien Curios","1","Platoon Commander",""
"0002 - DV","Space Wolves","Onslaught","Orphans of War","Alpha Legion","Predictive Augury","12","Armistos",""
"0002 - DV","World Eaters","Leviathan","The Axis of Dissolution","","World Burner","8","Delegatus",""
"0002 - DV","Night Lords","Onslaught","Sky Hunter Phalanx","","Robber Baron","5","Delegatus",""
"0002 - DV","Questoris Knights","Crusade","","","Master of Ambush","1","Archmagos Draykavac",""
"0002 - DV","Militia & Cults","Castellan","","","Predictive Augury","15","Platoon Commander",""
"0002 - DV","Solar Auxilia","Leviathan","","","Tenacity","4","Strategos",""
"0002 - DV","Iron Hands","Onslaught","","","Target Priority","11","Warmonger",""
"0002 - DV","Death Guard","Leviathan","The Cross of Bone","Imperial Fists","Child of Terra","8","Centurion",""
"0002 - DV","Solar Auxilia","Crusade","","Solar Auxilia","Beloved of the People","6","Lord Marshal",""
"0002 - DV","Night Lords","Onslaught","","Iron Warriors","Conqueror of Cities","10","Mortificator",""
"0002 - DV","Sons of Horus","Castellan","","","Intimidating Presence","10","Delegatus",""
"0002 - DV","Blood Angels","Crusade","The Swift Blade","","Dread Rites","10","Moritat",""
"0002 - DV","Death Guard","Castellan","","Ultramarines","Inspiring Presence","11","Praetor Tribune",""
"0002 - DV","Blackshields","Crusade","","","Master of the Vanguard","6","Armistos",""
"0002 - DV","Space Wolves","Crusade","","Solar Auxilia","Conqueror of Cities","9","Praetor",""
"0002 - DV","Blackshields","Onslaught","The Dark Brethren","","Master of Defence","7","Armistos",""
"0002 - DV","Iron Hands","Leviathan","","","Indomitable","6","Vigilator",""
"0002 - DV","Thousand Sons","Castellan","","","Puissant Commander","2","Vigilator",""
"0002 - DV","Ultramarines","Castellan","","","Ruthless Tyrant","4","Praetor Tribune",""
"0002 - DV","Mechanicum","Castellan","","","Immovable Object","4","Magos reductor",""
"0002 - DV","Shattered Legions","Castellan","","","Lord of the Abyss","1","Vigilator",""
"0002 - DV","Militia & Cults","Crusade","","Imperial Fists","Shattering Bombardment","1","Discipline Master",""
"0002 - DV","Ultramarines","Onslaught","","World Eaters","Inspiring Presence","3","Centurion",""
"0002 - DV","Questoris Knights","Castellan","","","Robber Baron","11","Archmagos Draykavac",""
"0002 - DV","White Scars","Crusade","","Questoris Knights","Lord of the Abyss","6","Warmonger",""
"0002 - DV","Ultramarines","Onslaught","The Head of the Gorgon","","Master of Manoeuvre","12","Delegatus",""
"0002 - DV","Mechanicum","Leviathan","Legio Cybernetica","","Favoured of Mars","7","Anacharis Scoria",""
"0002 - DV","Salamanders","Leviathan","Creeping Death","","Bitter Blood","5","Delegatus",""
"0002 - DV","Shattered Legions","Castellan","The Logos Lectora","","Master of Manoeuvre","4","Forge Lord",""
"0002 - DV","Imperial Fists","Onslaught","Fury of the Ancients","","Princeps of Deceit","15","Champion",""
"0002 - DV","Night Lords","Leviathan","Drop Assault Vanguard","Raven Guard","Hell Rider","5","Delegatus",""
"0002 - DV","Space Wolves","Castellan","Armoured Spearhead","Shattered Legions","Hell Rider","6","Herald",""
"0002 - DV","Questoris Knights","Crusade","","Questoris Knights","Coordinated Assault","8","Seneschal",""
"0002 - DV","Death Guard","Leviathan","Orphans of Betrayal","","Divide to Conquer","2","Mortificator",""
