"PlayerID","gameID","faction","forceOrg","ROW/Subfaction","alliedFaction","warlordTrait","VPs","warlord","listName"
"DL","0135","Shattered Legions","Leviathan","Armoured Spearhead","","Coordinated Assault","7","Mortificator",""
"XJ","0136","Militia & Cults","Onslaught","","Dark Angels","Strategic Genius","6","Rogue Psyker",""
"ZS","0137","Iron Hands","Onslaught","","","Uncanny Survivor","7","Centurion",""
"ZQ","0138","Blackshields","Crusade","","Space Wolves","Master of the Vanguard","4","Master of Signals",""
"KD","0139","Death Guard","Castellan","","Imperial Fists","Strategic Genius","7","Champion",""
"MD","0140","Solar Auxilia","Leviathan","","Thousand Sons","Uncanny Survivor","11","Strategos",""
"MZ","0141","Ultramarines","Onslaught","Sky Hunter Phalanx","Mechanicum","Ruthless Tyrant","14","Chaplain",""
"JK","0142","Mechanicum","matrixOfRuin","","","Glorious Renown","12","Anacharis Scoria",""
"HV","0143","Salamanders","Onslaught","Outcast Sons","Militia & Cults","Legendary Fighter","1","Primus Medicae",""
"GF","0144","Space Wolves","Leviathan","Sacrificial Offering","","Shattering Bombardment","12","Warmonger",""
"KK","0145","Alpha Legion","Castellan","Zone Mortalis Assault Force","","Tenacity","5","Herald",""
"ZK","0146","Sons of Horus","Crusade","","","Lord of the Abyss","5","Forge Lord",""
"WI","0147","White Scars","Crusade","Angel's Wrath","Mechanicum","Shattering Bombardment","8","Praevian",""
"QY","0148","Sons of Horus","Crusade","The Black Reaving","","Bitter Blood","15","Librarian",""
"TJ","0149","Ultramarines","Onslaught","Sacrificial Offering","","Perfected Targeting","1","Delegatus",""
"IR","0150","Ultramarines","Onslaught","After Isstvan","","Robber Baron","12","Master of Signals",""
"SY","0151","Mechanicum","Crusade","Legio Cybernetica","Emperor's Children","Beloved of the People","14","Archmagos Dominus",""
"WZ","0152","Sons of Horus","Onslaught","Outcast Sons","","Conqueror of Cities","5","Primus Medicae",""
"YN","0153","World Eaters","Leviathan","Pride of the Legion","","Tenacity","6","Praetor",""
"UL","0154","Thousand Sons","Onslaught","Orbital Assault","Death Guard","Child of Terra","3","Primus Medicae",""
"IY","0155","Salamanders","Crusade","The Awakening Fire","","Inspiring Presence","2","Vigilator",""
"CZ","0156","Militia & Cults","Leviathan","","","Immovable Object","8","Rogue Psyker",""
"NH","0157","World Eaters","Leviathan","","","Favoured of Mars","12","Praevian",""
"TL","0158","Questoris Knights","Onslaught","","","The Dust of a Thousand Worlds","2","Lord Scion",""
"LG","0159","Thousand Sons","Crusade","","","Ruthless Tyrant","2","Primus Nullificator",""
"AR","0160","Imperial Fists","Crusade","Orphans of Betrayal","Iron Hands","Shattering Bombardment","11","Armistos",""
"XO","0161","Imperial Fists","Crusade","Drop Assault Vanguard","","Master of Mechanisms","11","Praevian",""
"FE","0162","White Scars","Leviathan","Zone Mortalis Assault Force","","Bloody Handed","14","Warmonger",""
"DW","0163","Mechanicum","Castellan","Taghmata Omnissiah","","Robber Baron","12","Magos Dominus",""
"GN","0164","Shattered Legions","Crusade","Fury of the Ancients","","Master Tactician","2","Moritat",""
"RF","0165","Mechanicum","Crusade","Ordo Reductor","Dark Angels","Battlefield Analysis","3","Magos Dominus",""
"QK","0166","Imperial Fists","Onslaught","","","Blind Barrage","7","Esoterist",""
"GV","0167","Word Bearers","Onslaught","","","Void Master","1","Master of Signals",""
"YJ","0168","Raven Guard","Onslaught","","Blood Angels","Merchant Princeling","4","Siege Breaker",""
"SZ","0169","Thousand Sons","Leviathan","Armoured Breakthrough","","Master of Defence","6","Delegatus",""
"TR","0170","Alpha Legion","Castellan","","","Puissant Commander","9","Forge Lord",""
"ID","0171","Ultramarines","Castellan","","","Hell Rider","1","Librarian",""
"FT","0172","Imperial Fists","Crusade","Armoured Breakthrough","Mechanicum","Master of the Vanguard","6","Forge Lord",""
"AV","0173","Militia & Cults","Castellan","","","Master of Defence","12","Force Commander",""
"CP","0174","Imperial Fists","Onslaught","","","Bitter Blood","15","Mortificator",""
"XO","0175","Blackshields","Castellan","","","Void Walker","3","Warmonger",""
"CC","0176","Word Bearers","Leviathan","Orphans of Betrayal","","Master Tactician","8","Praetor Tribune",""
"ZY","0177","World Eaters","Onslaught","","","Coordinated Assault","14","Chaplain",""
"NF","0178","Imperial Fists","Castellan","Brethren of Iron","Imperial Fists","Hell Rider","10","Armistos",""
"BR","0179","White Scars","Castellan","Zone Mortalis Assault Force","","Master of Mechanisms","2","Warmonger",""
"RS","0180","Blood Angels","Crusade","","","Strategic Genius","12","Moritat",""
"AW","0181","Thousand Sons","Crusade","","White Scars","Shattering Bombardment","1","Esoterist",""
"FR","0182","Shattered Legions","Leviathan","Angel's Wrath","","Predictive Augury","13","Herald",""
"AM","0183","Sons of Horus","Onslaught","","","Hell Rider","11","Praevian",""
"XJ","0184","Space Wolves","Castellan","","","Bitter Blood","15","Primus Nullificator",""
"MJ","0185","Shattered Legions","Onslaught","","Blood Angels","Master of Offence","2","Chaplain",""
"BP","0186","Iron Warriors","Onslaught","","Shattered Legions","Intimidating Presence","2","Delegatus",""
"QP","0187","Iron Hands","Castellan","","","Conqueror of Cities","1","Praetor Tribune",""
"BW","0188","Questoris Knights","Castellan","","","Robber Baron","5","Lord Scion",""
"XA","0189","Word Bearers","Crusade","","Thousand Sons","Bitter Blood","5","Mortificator",""
"ND","0190","Thousand Sons","Leviathan","","Mechanicum","Strategic Genius","2","Armistos",""
"TL","0191","Ultramarines","Onslaught","Orbital Assault","","Strategic Genius","15","Delegatus",""
"OP","0192","Blood Angels","Castellan","","","Lord of the Abyss","5","Master of Signals",""
"ZM","0193","Thousand Sons","Crusade","","","Battlefield Analysis","8","Champion",""
"QJ","0194","Imperial Fists","Crusade","","Solar Auxilia","Master of the Vanguard","15","Herald",""
"EF","0195","Salamanders","Crusade","The Awakening Fire","","Bloody Handed","9","Forge Lord",""
"HL","0196","Space Wolves","Crusade","Orbital Assault","","Perfected Targeting","13","Delegatus",""
"ZY","0197","Sons of Horus","Castellan","Zone Mortalis Assault Force","Dark Angels","Favoured of Mars","6","Praetor Tribune",""
"OP","0198","Shattered Legions","Leviathan","","","World Burner","14","Armistos",""
"IK","0199","Salamanders","Crusade","Sky Hunter Phalanx","","Ruthless Tyrant","14","Delegatus",""
"YV","0200","Solar Auxilia","Crusade","","","Master of Defence","2","Auxilia Tank Commander",""
"WC","0201","Imperial Fists","Castellan","","","Paladin of Glory","8","Warmonger",""
"HK","0202","Sons of Horus","Castellan","","","Beloved of the People","3","Armistos",""
"IL","0203","Space Wolves","Crusade","","Iron Hands","Princeps of Deceit","13","Vigilator",""
"EL","0204","Militia & Cults","Castellan","","","Void Master","3","Rogue Psyker",""
"JP","0205","Questoris Knights","Leviathan","","","Immovable Object","14","Seneschal",""
"OT","0206","Questoris Knights","Castellan","","","Legendary Fighter","15","Lord Scion",""
"CF","0207","Iron Warriors","Onslaught","Hunter-Killer Mission","","Inspiring Presence","4","Warmonger",""
"HX","0208","Word Bearers","Leviathan","","Solar Auxilia","The Death of Flesh","11","Master of Signals",""
"TV","0209","Iron Warriors","Onslaught","","Dark Angels","Child of Terra","11","Praevian",""
"SJ","0210","Word Bearers","Castellan","Orbital Assault","","Battlefield Analysis","6","Chaplain",""
"TC","0211","Ultramarines","Crusade","Orbital Assault","","Child of Terra","1","Librarian",""
"HK","0212","Iron Hands","Onslaught","Armoured Breakthrough","","Master Tactician","4","Centurion",""
"LP","0213","Emperor's Children","Leviathan","Primarch's Chosen","Blackshields","Master of the Vanguard","4","Centurion",""
"JC","0214","Emperor's Children","Crusade","Sky Hunter Phalanx","Raven Guard","Uncanny Survivor","15","Siege Breaker",""
"MA","0215","Raven Guard","Leviathan","","Salamanders","Divide to Conquer","1","Master of Signals",""
"JS","0216","Death Guard","Onslaught","After Isstvan","","Coordinated Assault","13","Praetor",""
"UC","0217","Sons of Horus","Crusade","The Black Reaving","Mechanicum","Master Tactician","15","Champion",""
"AS","0218","Ultramarines","Castellan","Legion Recon Company","Salamanders","Void Master","4","Praetor",""
"UM","0219","World Eaters","Onslaught","Angel's Wrath","","The Death of Flesh","2","Armistos",""
"TA","0220","Ultramarines","Onslaught","Orbital Assault","Word Bearers","Beloved of the People","3","Primus Medicae",""
"IB","0221","Iron Hands","Leviathan","","Militia & Cults","Master of the Vanguard","4","Siege Breaker",""
"ZN","0222","Emperor's Children","Castellan","","","Merchant Princeling","15","Primus Nullificator",""
"DR","0223","Salamanders","Castellan","After Isstvan","","Legendary Fighter","13","Master of Signals",""
"NS","0224","Ultramarines","Castellan","Vigil Opertii Mission","","Tenacity","5","Mortificator",""
"VZ","0225","Thousand Sons","Castellan","Sacrificial Offering","","Bloody Handed","3","Herald",""
"XW","0226","Iron Hands","Leviathan","Armoured Spearhead","Night Lords","The Death of Flesh","9","Primus Nullificator",""
"QC","0227","Death Guard","Leviathan","Brethren of Iron","","Predictive Augury","14","Librarian",""
"MK","0228","Raven Guard","Castellan","Decapitation Strike","","Uncanny Survivor","11","Champion",""
"AA","0229","Thousand Sons","Leviathan","The Axis of Dissolution","","Child of Terra","13","Warmonger",""
"LP","0230","Night Lords","Castellan","Sky Hunter Phalanx","","Perfected Targeting","5","Centurion",""
"KH","0231","Shattered Legions","Onslaught","","Death Guard","Inspiring Presence","6","Moritat",""
"ZR","0232","Ultramarines","Castellan","Drop Assault Vanguard","White Scars","Void Master","6","Chaplain",""
"NZ","0233","Questoris Knights","Leviathan","","","Strategic Genius","9","Lord Scion",""
"JC","0234","Ultramarines","Leviathan","","","Paladin of Glory","11","Chaplain",""
"KB","0235","Ultramarines","Leviathan","Drop Assault Vanguard","","Coordinated Assault","13","Primus Nullificator",""
"JI","0236","Thousand Sons","Castellan","Primarch's Chosen","","Child of Terra","9","Armistos",""
"VF","0237","Solar Auxilia","Onslaught","","Questoris Knights","Night Attacker","7","Legate Commander",""
"TI","0238","Emperor's Children","Leviathan","The Maru Skara","","Ruthless Tyrant","15","Mortificator",""
"RW","0239","Night Lords","Onslaught","Primarch's Chosen","","Master Tactician","8","Mortificator",""
"FC","0240","Blackshields","Onslaught","Legion Recon Company","World Eaters","Merchant Princeling","14","Praevian",""
"OX","0241","Questoris Knights","Castellan","","Iron Warriors","Hell Rider","13","Seneschal",""
"YW","0242","Ultramarines","Leviathan","Orphans of Betrayal","Militia & Cults","Siege Master","4","Herald",""
"UI","0243","Questoris Knights","Castellan","","","Coordinated Assault","2","Lord Scion",""
"KW","0244","Mechanicum","Onslaught","","","Master of Offence","12","Magos Reductor",""
"SF","0245","Sons of Horus","Crusade","Zone Mortalis Assault Force","","Marcher Lord","7","Herald",""
"MF","0246","Dark Angels","Crusade","","","Legendary Fighter","13","Siege Breaker",""
"PE","0247","Questoris Knights","Onslaught","","","The Dust of a Thousand Worlds","6","Archmagos Draykavac",""
"FK","0248","World Eaters","Onslaught","The Crimson Path","","Legendary Fighter","4","Mortificator",""
"UE","0249","Dark Angels","Leviathan","Sky Hunter Phalanx","","Connoisseur of Alien Curios","6","Warmonger",""
"NC","0250","Mechanicum","Castellan","Ordo Reductor","","Puissant Commander","15","Archmagos Inar Satarael",""
"NX","0251","Imperial Fists","Castellan","Hunter-Killer Mission","","Favoured of Mars","10","Moritat",""
"FF","0252","World Eaters","Crusade","Sky Hunter Phalanx","Ultramarines","Strategic Genius","5","Praetor",""
"JI","0253","Solar Auxilia","Castellan","","","Ruthless Tyrant","11","Legate Commander",""
"LR","0254","Iron Hands","Leviathan","","","Shattering Bombardment","4","Esoterist",""
"OJ","0255","Questoris Knights","Castellan","","","Master of the Vanguard","8","Archmagos Draykavac",""
"OP","0256","Sons of Horus","Onslaught","Hunter-Killer Mission","","The Death of Flesh","1","Armistos",""
"RO","0257","Emperor's Children","Onslaught","","","Uncanny Survivor","5","Chaplain",""
"KX","0258","World Eaters","Castellan","","","Master of Offence","11","Vigilator",""
"VS","0259","Iron Warriors","Crusade","Outcast Sons","","Master of Manoeuvre","1","Chaplain",""
"UP","0260","White Scars","Onslaught","","","Night Attacker","1","Forge Lord",""
"SU","0261","Shattered Legions","Castellan","Armoured Breakthrough","","Connoisseur of Alien Curios","15","Vigilator",""
"QZ","0262","White Scars","Onslaught","","","Ruthless Tyrant","8","Centurion",""
"QN","0263","World Eaters","Castellan","","","Uncanny Survivor","13","Vigilator",""
"SQ","0264","Thousand Sons","Castellan","Sky Hunter Phalanx","Sons of Horus","Master of Ambush","5","Librarian",""
"LH","0265","White Scars","Onslaught","Sky Hunter Phalanx","","Uncanny Survivor","1","Primus Medicae",""
"RH","0266","White Scars","Leviathan","","","Master of Mechanisms","7","Primus Nullificator",""
"YW","0267","Dark Angels","Onslaught","The Seekers Arrow","","Inspiring Presence","1","Esoterist",""
"DM","0268","Thousand Sons","Crusade","Brethren of Iron","","Lord of the Abyss","13","Esoterist",""
"HF","0269","Raven Guard","Leviathan","Drop Assault Vanguard","Ultramarines","Favoured of Mars","9","Moritat",""
"KX","0270","Thousand Sons","Crusade","Orphans of Betrayal","","Connoisseur of Alien Curios","4","Herald",""
"SD","0271","Imperial Fists","Crusade","Fury of the Ancients","","Puissant Commander","11","Praevian",""
"MX","0272","Militia & Cults","Castellan","","","Beloved of the People","11","Platoon Commander",""
"AS","0273","Dark Angels","Castellan","The Storm of War","Dark Angels","Dread Rites","7","Esoterist",""
"PR","0274","Mechanicum","Crusade","Legio Cybernetica","","Inspiring Presence","5","Anacharis Scoria",""
"NI","0275","Sons of Horus","Leviathan","Orbital Assault","","Master of Manoeuvre","11","Centurion",""
"ZM","0276","Shattered Legions","Leviathan","Sky Hunter Phalanx","","Uncanny Survivor","4","Herald",""
"GS","0277","Raven Guard","Crusade","Liberation Force","","Indomitable","10","Primus Nullificator",""
"UT","0278","Sons of Horus","Castellan","Legion Recon Company","World Eaters","Uncanny Survivor","12","Primus Nullificator",""
"FS","0279","Mechanicum","Castellan","","","Marcher Lord","1","Archmagos Inar Satarael",""
"MO","0280","Sons of Horus","Onslaught","After Isstvan","","Void Master","13","Herald",""
"ZZ","0281","Salamanders","Leviathan","Orbital Assault","","Ruthless Tyrant","6","Moritat",""
"SG","0282","Dark Angels","Castellan","Angel's Wrath","","Inspiring Presence","15","Mortificator",""
"MA","0283","Death Guard","Castellan","Primarch's Chosen","","Predictive Augury","5","Forge Lord",""
"EG","0284","Solar Auxilia","Crusade","","","Paladin of Glory","6","Lord Marshal",""
"PH","0285","White Scars","Crusade","Primarch's Chosen","","Inspiring Presence","12","Warmonger",""
"KX","0286","Iron Warriors","Onslaught","Primarch's Chosen","Salamanders","World Burner","2","Esoterist",""
"RK","0287","Imperial Fists","Leviathan","After Isstvan","","Blind Barrage","11","Mortificator",""
"FO","0288","Death Guard","Castellan","Sacrificial Offering","","Perfected Targeting","2","Mortificator",""
"TF","0289","Imperial Fists","Crusade","Brethren of Iron","","Master of Ambush","1","Master of Signals",""
"TA","0290","Salamanders","Crusade","The Covenant of Fire","","Robber Baron","13","Moritat",""
"ZQ","0291","Emperor's Children","Castellan","","","Night Attacker","1","Praetor Tribune",""
"OZ","0292","Questoris Knights","Crusade","","Ultramarines","Coordinated Assault","12","Lord Scion",""
"NO","0293","Solar Auxilia","Crusade","","","Strategic Genius","11","Auxilia Tank Commander",""
"BJ","0294","Dark Angels","Castellan","The Seekers Arrow","","Void Walker","3","Siege Breaker",""
"LG","0295","Word Bearers","Crusade","","","World Burner","3","Master of Signals",""
"NP","0296","Iron Hands","Leviathan","The Head of the Gorgon","","The Dust of a Thousand Worlds","6","Master of Signals",""
"LB","0297","Iron Warriors","Leviathan","Legion Recon Company","Solar Auxilia","Void Master","14","Vigilator",""
"NN","0298","White Scars","Castellan","","","Puissant Commander","4","Mortificator",""
"FO","0299","Blackshields","Crusade","","","Battlefield Analysis","6","Master of Signals",""
"KA","0300","Raven Guard","Onslaught","Zone Mortalis Assault Force","","Master of Defence","6","Champion",""
"OD","0301","Night Lords","Crusade","Armoured Breakthrough","","Master of Defence","9","Warmonger",""
"SD","0302","White Scars","Crusade","Sky Hunter Phalanx","","Princeps of Deceit","12","Herald",""
"HO","0303","Thousand Sons","Leviathan","Brethren of Iron","","Blind Barrage","4","Forge Lord",""
"MZ","0304","Emperor's Children","Onslaught","","","Lord of the Abyss","7","Chaplain",""
"RK","0305","Iron Hands","Castellan","Orbital Assault","","Master of Defence","13","Delegatus",""
"VU","0306","Emperor's Children","Crusade","","","Target Priority","2","Praevian",""
"XE","0307","Salamanders","Onslaught","Outcast Sons","","Shattering Bombardment","1","Librarian",""
"WZ","0308","Word Bearers","Castellan","Orbital Assault","","Shattering Bombardment","11","Centurion",""
"IQ","0309","Alpha Legion","Crusade","Armoured Breakthrough","","Immovable Object","15","Moritat",""
"FZ","0310","Imperial Fists","Leviathan","Orphans of Betrayal","Thousand Sons","Night Attacker","14","Primus Nullificator",""
"QM","0311","World Eaters","Castellan","Sky Hunter Phalanx","Imperial Fists","Connoisseur of Alien Curios","11","Vigilator",""
"WH","0312","Iron Hands","Castellan","Fury of the Ancients","","World Burner","8","Primus Nullificator",""
"GI","0313","World Eaters","Leviathan","","","Glorious Renown","15","Vigilator",""
"YD","0314","Shattered Legions","Castellan","Drop Assault Vanguard","","Master of Defence","12","Delegatus",""
"PW","0315","Dark Angels","Castellan","Armoured Breakthrough","","Intimidating Presence","5","Armistos",""
"PP","0316","Imperial Fists","Crusade","Primarch's Chosen","","Intimidating Presence","11","Vigilator",""
"OW","0317","White Scars","Leviathan","Orphans of Betrayal","","World Burner","6","Delegatus",""
"JP","0318","Militia & Cults","Onslaught","","","Legendary Fighter","5","Rogue Psyker",""
"EX","0319","Sons of Horus","Leviathan","Armoured Spearhead","","Master of Ambush","3","Armistos",""
"ES","0320","Shattered Legions","Leviathan","","","Shattering Bombardment","15","Champion",""
"NH","0321","Thousand Sons","Castellan","After Isstvan","","Coordinated Assault","11","Esoterist",""
"LL","0322","Blackshields","Onslaught","","Salamanders","Legendary Fighter","11","Herald",""
"VY","0323","Iron Hands","Castellan","Armoured Spearhead","","Robber Baron","13","Chaplain",""
"CW","0324","Questoris Knights","Castellan","","","Shattering Bombardment","13","Archmagos Draykavac",""
"UA","0325","Ultramarines","Castellan","The Logos Lectora","Blood Angels","Conqueror of Cities","5","Vigilator",""
"TE","0326","Questoris Knights","Leviathan","","","Marcher Lord","8","Lord Scion",""
"BV","0327","Imperial Fists","Onslaught","","","Night Attacker","5","Praetor",""
"ME","0328","Questoris Knights","Castellan","","","Master of Mechanisms","10","Seneschal",""
"PA","0329","Iron Hands","Leviathan","Pride of the Legion","","Paladin of Glory","10","Armistos",""
"NO","0330","White Scars","Onslaught","Primarch's Chosen","","Ruthless Tyrant","8","Chaplain",""
"HN","0331","Imperial Fists","Leviathan","Orphans of Betrayal","Dark Angels","Siege Master","11","Primus Nullificator",""
"SQ","0332","Raven Guard","Leviathan","Outcast Sons","Blood Angels","Robber Baron","12","Herald",""
"KB","0333","Questoris Knights","Onslaught","","","Hell Rider","5","Lord Scion",""
"OW","0334","Salamanders","Castellan","Angel's Wrath","","The Death of Flesh","13","Delegatus",""
"MG","0335","White Scars","Onslaught","Legion Recon Company","","Child of Terra","5","Librarian",""
"QN","0336","Sons of Horus","Castellan","","","Master of Defence","3","Praetor",""
"UX","0337","Space Wolves","Onslaught","Outcast Sons","","Princeps of Deceit","7","Librarian",""
"NO","0338","Shattered Legions","Leviathan","","","Robber Baron","12","Primus Nullificator",""
"HE","0339","Militia & Cults","Onslaught","","World Eaters","Night Attacker","7","Rogue Psyker Alpha",""
"DG","0340","Alpha Legion","Castellan","Armoured Spearhead","","Master of Manoeuvre","3","Moritat",""
"UR","0341","Imperial Fists","Crusade","The Stone Gauntlet","","Merchant Princeling","9","Chaplain",""
"JI","0342","Questoris Knights","Castellan","","","The Death of Flesh","5","Seneschal",""
"AX","0343","Word Bearers","Onslaught","Legion Recon Company","","Shattering Bombardment","2","Primus Medicae",""
"XF","0344","World Eaters","Leviathan","Berserker Assault","","Robber Baron","4","Librarian",""
"IA","0345","Salamanders","Castellan","Zone Mortalis Assault Force","","Hell Rider","12","Herald",""
"OL","0346","Questoris Knights","Onslaught","","","Princeps of Deceit","2","Lord Scion",""
"XJ","0347","Ultramarines","Crusade","Sacrificial Offering","","Strategic Genius","4","Master of Signals",""
"FP","0348","Alpha Legion","Castellan","Armoured Spearhead","","Strategic Genius","6","Vigilator",""
"RU","0349","Death Guard","Onslaught","","","Legendary Fighter","9","Armistos",""
"WF","0350","White Scars","Crusade","Fury of the Ancients","Sons of Horus","Siege Master","15","Delegatus",""
"XU","0351","Death Guard","Onslaught","Outcast Sons","","Tenacity","6","Praevian",""
"IB","0352","Alpha Legion","Castellan","Orphans of Betrayal","Shattered Legions","Void Walker","2","Armistos",""
"MU","0353","Salamanders","Leviathan","","","Favoured of Mars","5","Warmonger",""
"FR","0354","Thousand Sons","Castellan","Armoured Spearhead","","Glorious Renown","6","Primus Nullificator",""
"OU","0355","Mechanicum","Crusade","Taghmata Omnissiah","","Master of the Vanguard","2","Magos Prime",""
"NH","0356","Dark Angels","Castellan","Primarch's Chosen","","Intimidating Presence","7","Librarian",""
"AL","0357","World Eaters","Leviathan","The Crimson Path","","Master of Defence","11","Chaplain",""
"MS","0358","Imperial Fists","Crusade","","Blood Angels","Tenacity","15","Warmonger",""
"BZ","0359","Dark Angels","Onslaught","","Sons of Horus","Shattering Bombardment","14","Herald",""
"BZ","0360","White Scars","Crusade","","","Inspiring Presence","4","Warmonger",""
"CQ","0361","White Scars","Onslaught","Primarch's Chosen","","Ruthless Tyrant","12","Forge Lord",""
"EG","0362","Space Wolves","Castellan","","","Beloved of the People","11","Warmonger",""
"CD","0363","Raven Guard","Crusade","","","Dread Rites","4","Chaplain",""
"FO","0364","Solar Auxilia","Onslaught","","","Merchant Princeling","14","Auxilia Tank Commander",""
"XW","0365","Raven Guard","Castellan","Hunter-Killer Mission","Solar Auxilia","Immovable Object","2","Champion",""
"TV","0366","Imperial Fists","Crusade","Hunter-Killer Mission","Solar Auxilia","World Burner","10","Siege Breaker",""
"TI","0367","White Scars","Onslaught","Angel's Wrath","","Perfected Targeting","13","Chaplain",""
"QY","0368","Word Bearers","Castellan","","","Uncanny Survivor","12","Mortificator",""
"LZ","0369","Iron Warriors","Onslaught","Brethren of Iron","","Tenacity","7","Champion",""
"ZY","0370","Sons of Horus","Leviathan","","","Void Walker","4","Chaplain",""
"FQ","0371","Space Wolves","Leviathan","Zone Mortalis Assault Force","","Glorious Renown","14","Primus Medicae",""
"YP","0372","Salamanders","Leviathan","","Mechanicum","Legendary Fighter","1","Siege Breaker",""
"RQ","0373","Questoris Knights","Castellan","","","Paladin of Glory","1","Archmagos Draykavac",""
"KD","0374","Imperial Fists","Castellan","The Stone Gauntlet","","Tenacity","3","Librarian",""
"TB","0375","Iron Hands","Leviathan","","Imperial Fists","The Death of Flesh","12","Esoterist",""
"GI","0376","Blood Angels","Crusade","","","Puissant Commander","15","Moritat",""
"HO","0377","Thousand Sons","Onslaught","Orphans of Betrayal","","Princeps of Deceit","6","Primus Medicae",""
"ZA","0378","Questoris Knights","Onslaught","","","Void Master","4","Lord Scion",""
"EV","0379","Ultramarines","Crusade","Drop Assault Vanguard","","Tenacity","3","Siege Breaker",""
"AY","0380","Emperor's Children","Castellan","","","Master of Mechanisms","8","Delegatus",""
"NM","0381","Militia & Cults","Leviathan","","Iron Hands","Tenacity","7","Rogue Psyker",""
"XY","0382","Questoris Knights","Leviathan","","","Child of Terra","10","Archmagos Draykavac",""
"OU","0383","Solar Auxilia","Crusade","","","Connoisseur of Alien Curios","9","Strategos",""
"OH","0384","Iron Hands","Onslaught","Hunter-Killer Mission","","Ruthless Tyrant","3","Primus Nullificator",""
"WX","0385","Blood Angels","Crusade","Brethren of Iron","","Coordinated Assault","15","Moritat",""
"UM","0386","Iron Hands","Onslaught","","","Void Master","13","Armistos",""
"RH","0387","Iron Warriors","Crusade","Sacrificial Offering","Salamanders","Bitter Blood","3","Moritat",""
"IZ","0388","Dark Angels","Onslaught","","","Uncanny Survivor","14","Chaplain",""
"FB","0389","Death Guard","Crusade","Hunter-Killer Mission","","Paladin of Glory","2","Master of Signals",""
"VC","0390","Questoris Knights","Leviathan","","","Connoisseur of Alien Curios","12","Seneschal",""
"HK","0391","Blackshields","Onslaught","Armoured Spearhead","","Puissant Commander","5","Champion",""
"CE","0392","Imperial Fists","Castellan","","","Master of Offence","12","Librarian",""
"MK","0393","Iron Hands","Crusade","Hunter-Killer Mission","","Bitter Blood","2","Primus Nullificator",""
"RG","0394","Space Wolves","Onslaught","Pride of the Legion","","Master of Manoeuvre","9","Siege Breaker",""
"VF","0395","Night Lords","Crusade","","","World Burner","10","Centurion",""
"LY","0396","Solar Auxilia","Crusade","","","Blind Barrage","15","Lord Marshal Ireton MaSade",""
"LN","0397","Mechanicum","matrixOfRuin","Ordo Reductor","","Master of the Vanguard","5","Magos Reductor",""
"KE","0398","Salamanders","Castellan","Zone Mortalis Assault Force","","Master of Ambush","14","Chaplain",""
"VY","0399","Iron Hands","Leviathan","Company of Bitter Iron","","Perfected Targeting","15","Champion",""
"JI","0400","Iron Hands","Leviathan","","","Predictive Augury","6","Praetor",""
"IY","0401","Iron Warriors","Onslaught","","Militia & Cults","Immovable Object","1","Moritat",""
"WL","0402","Raven Guard","Castellan","Drop Assault Vanguard","Iron Hands","Lord of the Abyss","1","Primus Nullificator",""
"WB","0403","Solar Auxilia","Castellan","","Sons of Horus","Glorious Renown","8","Auxilia Tank Commander",""
"GM","0404","Word Bearers","Leviathan","Angel's Wrath","","Uncanny Survivor","15","Siege Breaker",""
"NK","0405","Night Lords","Crusade","The Cross of Bone","","Master of Defence","15","Mortificator",""
"IK","0406","Sons of Horus","Castellan","Brethren of Iron","","Void Master","4","Primus Nullificator",""
"EM","0407","Death Guard","Castellan","","","Immovable Object","6","Champion",""
"LJ","0408","Night Lords","Castellan","Pride of the Legion","","Shattering Bombardment","13","Esoterist",""
"OP","0409","Solar Auxilia","Leviathan","","","Blind Barrage","1","Legate Commander",""
"VN","0410","Alpha Legion","Onslaught","Hunter-Killer Mission","","Ruthless Tyrant","5","Armistos",""
"HE","0411","Militia & Cults","Castellan","","","Legendary Fighter","14","Force Commander",""
"EN","0412","Word Bearers","Onslaught","Armoured Spearhead","","Hell Rider","11","Master of Signals",""
"EK","0413","Thousand Sons","Onslaught","The Guard of the Crimson King","","Divide to Conquer","14","Chaplain",""
"EF","0414","Space Wolves","Leviathan","After Isstvan","","Paladin of Glory","12","Praetor Tribune",""
"AD","0415","Word Bearers","Onslaught","","","World Burner","11","Delegatus",""
"AF","0416","World Eaters","Crusade","Drop Assault Vanguard","","Bloody Handed","15","Herald",""
"HC","0417","Shattered Legions","Onslaught","","Imperial Fists","Merchant Princeling","4","Esoterist",""
"FL","0418","Shattered Legions","Castellan","","","Tenacity","15","Delegatus",""
"LS","0419","Death Guard","Castellan","Drop Assault Vanguard","","Master of Defence","10","Armistos",""
"MS","0420","Questoris Knights","Castellan","","","Child of Terra","14","Seneschal",""
"UR","0421","Iron Warriors","Onslaught","","","Master of Defence","14","Mortificator",""
"BM","0422","Alpha Legion","Leviathan","Brethren of Iron","","Uncanny Survivor","6","Mortificator",""
"LV","0423","Salamanders","Onslaught","","","Ruthless Tyrant","1","Armistos",""
"NF","0424","Night Lords","Onslaught","","","Lord of the Abyss","13","Praetor Tribune",""
"IP","0425","Solar Auxilia","Castellan","","Dark Angels","Paladin of Glory","1","Lord Marshal",""
"SK","0426","Iron Warriors","Onslaught","Drop Assault Vanguard","","Predictive Augury","12","Delegatus",""
"JN","0427","Blackshields","Castellan","Outlanders","","Battlefield Analysis","1","Siege Breaker",""
